Age,Gender,District,Education_Level,Qualification,Years_Experience,Languages_Spoken,Care_Category,Care_Service_Type,Preferred_Time,Expected_Salary,Match_Decision
31,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",2.6,"Sinhala,English",Patient care,Looking after,Full-day,72944.0,Accepted
50,Male,Matara,Secondary/Diploma,NVQ Level 3,1.6,"Sinhala,English",Elderly care,Looking after,Live-in,7417.0,Accepted
26,Female,Ratnapura,Diploma,NVQ Level 3,2.8,"Sinhala,English",Patient care,Looking after,Full-day,1122.0,Accepted
42,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,66148.0,Accepted
30,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Full-day,12519.0,Rejected
23,Female,Colombo,Short Course,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,63606.0,Rejected
32,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Child care,Looking after,Full-day,59214.0,Rejected
31,Male,Colombo,Short Course,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,74787.0,Accepted
21,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,8758.0,Accepted
44,Male,Kalutara,Diploma,NVQ Level 3,1.0,"Sinhala,English",Disability care,Looking after,Half-day,0.0,Accepted
29,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,30827.0,Rejected
46,Female,Colombo,Degree,NVQ Level 3,0.2,Sinhala,Elderly care,Looking after,Full-day,88365.0,Accepted
28,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,36600.0,Rejected
36,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,All-around,Full-day,31812.0,Accepted
34,Male,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",2.9,"Sinhala,English",Elderly care,Looking after,Full-day,24388.0,Accepted
29,Male,Colombo,Short Course,NVQ Level 3,2.8,"Sinhala,English",Elderly care,All-around,Live-in,26425.0,Accepted
34,Female,Colombo,Secondary,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,69053.0,Accepted
24,Male,Kurunegala,Diploma,NVQ Level 3,2.9,"Sinhala,English",Elderly care,Looking after,Hourly,25569.0,Accepted
37,Female,Colombo,Diploma,NVQ Level 3,3.2,"Sinhala,English",Elderly care,Looking after,Full-day,45555.0,Accepted
49,Female,Kurunegala,Secondary/Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Live-in,19383.0,Accepted
37,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,58084.0,Accepted
43,Female,Colombo,Short Course,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Full-day,65391.0,Accepted
46,Male,Kegalle,Diploma,"First Aid Certificate,Diploma in Caregiving",3.3,"Sinhala,English",Disability care,Looking after,Half-day,21150.0,Accepted
31,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.0,"Sinhala,English",Child care,Looking after,Half-day,25788.0,Accepted
30,Male,Colombo,Diploma,NVQ Level 3,2.2,"Sinhala,English",Elderly care,Looking after,Full-day,61006.0,Accepted
46,Female,Kalutara,Secondary/Diploma,NVQ Level 3,0.6,Sinhala,Elderly care,Looking after,Full-day,48705.0,Accepted
31,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,71095.0,Rejected
37,Female,Colombo,Short Course,Short caregiving course,1.5,"Sinhala,English",Elderly care,All-around,Half-day,53864.0,Accepted
42,Male,Kegalle,Diploma,NVQ Level 3,4.6,"Sinhala,English",Disability care,Supervising,Full-day,62614.0,Accepted
46,Male,Kegalle,Diploma/Degree,"NVQ Level 3,Diploma in Caregiving",4.3,"Sinhala,English","Elderly care,Disability care",Looking after,Full-day,48066.0,Accepted
38,Female,Colombo,Secondary/Diploma,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Half-day,39221.0,Accepted
22,Male,Kurunegala,Secondary/Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,33742.0,Rejected
28,Male,Ratnapura,Diploma,NVQ Level 3,2.2,"Sinhala,English",Patient care,Supervising,Hourly,0.0,Accepted
29,Male,Kegalle,Diploma,Diploma in Caregiving,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,16105.0,Accepted
46,Female,Colombo,Diploma,NVQ Level 3,1.8,"Sinhala,English",Patient care,Looking after,Full-day,87563.0,Accepted
32,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",2.4,"Sinhala,English","Elderly care,Child care",Looking after,Full-day,36007.0,Accepted
33,Male,Colombo,Diploma,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Hourly,30957.0,Accepted
32,Male,Galle,Diploma,Diploma in Caregiving,3.9,"Sinhala,English",Elderly care,Looking after,Full-day,14031.0,Accepted
25,Female,Gampaha,Secondary/Diploma,Diploma in Caregiving,0.4,"Sinhala,English",Child care,Looking after,Half-day,70894.0,Accepted
29,Female,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,43523.0,Accepted
38,Female,Colombo,Short Course,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,35610.0,Accepted
30,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,33764.0,Rejected
23,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,69732.0,Rejected
34,Male,Kalutara,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
25,Female,Colombo,Diploma,NVQ Level 3,1.9,"Sinhala,English",Elderly care,Looking after,Full-day,44623.0,Accepted
50,Female,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,7166.0,Accepted
26,Female,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,All-around,Full-day,42202.0,Rejected
49,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Patient care,All-around,Full-day,77210.0,Rejected
47,Female,Kalutara,Secondary/Diploma,NVQ Level 3,0.8,"Sinhala,English",Child care,Looking after,Half-day,54039.0,Accepted
48,Female,Colombo,Degree,NVQ Level 3,1.1,"Sinhala,English",Child care,Looking after,Half-day,34578.0,Accepted
42,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",1.1,"Sinhala,English",Elderly care,Looking after,Half-day,93608.0,Accepted
50,Male,Matara,Degree,NVQ Level 3,4.2,"Sinhala,English",Elderly care,Looking after,Full-day,63868.0,Accepted
38,Female,Kegalle,Diploma,NVQ Level 3,1.0,"Sinhala,English",Disability care,Supervising,Full-day,51616.0,Accepted
42,Male,Vavuniya,Diploma/Degree,"First Aid Certificate,Diploma in Caregiving",4.8,"Sinhala,English","Elderly care,Disability care",Looking after,Full-day,93716.0,Accepted
51,Male,Kegalle,Diploma,Diploma in Caregiving,5.2,"Sinhala,English",Disability care,"Looking after,Supervising",Half-day,50095.0,Accepted
26,Male,Colombo,Diploma,NVQ Level 3,2.5,"Sinhala,English",Elderly care,Looking after,Full-day,29546.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,3.2,"Sinhala,English",Disability care,Looking after,Half-day,35306.0,Accepted
40,Female,Colombo,Short Course,NVQ Level 3,2.7,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,90591.0,Accepted
38,Female,Colombo,Secondary,NVQ Level 3,1.1,"Sinhala,English",Elderly care,Looking after,Half-day,18305.0,Accepted
27,Male,Galle,Diploma,NVQ Level 3,2.7,"Sinhala,English",Disability care,Looking after,Full-day,33287.0,Accepted
29,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
39,Male,Colombo,Diploma,NVQ Level 3,1.5,"Sinhala,English",Elderly care,Looking after,Hourly,25425.0,Accepted
30,Female,Galle,Short Course,NVQ Level 3,0.8,"Sinhala,English",Disability care,All-around,Full-day,23047.0,Accepted
27,Male,Colombo,Diploma,NVQ Level 3,3.1,"Sinhala,English",Disability care,Looking after,Half-day,9479.0,Accepted
49,Female,Gampaha,Diploma,NVQ Level 3,4.8,Sinhala,Disability care,Looking after,Half-day,39224.0,Accepted
40,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",0.4,"Sinhala,English",Child care,Looking after,Half-day,25091.0,Accepted
32,Female,Colombo,Degree,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,83260.0,Accepted
37,Male,Matara,Secondary,NVQ Level 3,2.7,"Sinhala,English",Elderly care,Looking after,Hourly,37802.0,Rejected
43,Male,Gampaha,Diploma/Degree,NVQ Level 3,3.1,"Sinhala,English",Disability care,Looking after,Half-day,78291.0,Accepted
24,Male,Gampaha,Short Course,Short caregiving course,1.7,"Sinhala,English",Disability care,Looking after,Half-day,38259.0,Accepted
44,Male,Galle,Short Course,Short caregiving course,0.8,"Sinhala,English",Disability care,Supervising,Full-day,58754.0,Accepted
36,Male,Gampaha,Secondary/Diploma,Diploma in Caregiving,1.3,"Sinhala,English",Child care,Looking after,Half-day,53427.0,Accepted
29,Male,Kalutara,Diploma,NVQ Level 3,0.0,"Sinhala,English","Patient care,Palliative care",Supervising,Hourly,36780.0,Rejected
20,Male,Ratnapura,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,50141.0,Rejected
38,Female,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,35969.0,Accepted
30,Male,Kegalle,Diploma,NVQ Level 3,2.9,"Sinhala,English",Disability care,Looking after,Half-day,51873.0,Accepted
32,Male,Kegalle,Diploma/Degree,NVQ Level 3,3.0,"Sinhala,English",Disability care,Looking after,Half-day,53012.0,Accepted
38,Female,Gampaha,Secondary/Diploma,NVQ Level 3,1.6,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,22148.0,Accepted
26,Male,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Patient care,Looking after,Hourly,35723.0,Accepted
34,Female,Gampaha,Short Course,"First Aid Certificate,Diploma in Caregiving",0.9,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,5921.0,Accepted
23,Male,Kegalle,Diploma,NVQ Level 3,3.7,"Sinhala,English",Elderly care,Looking after,Half-day,33943.0,Accepted
51,Male,Kalutara,Secondary/Diploma,NVQ Level 3,5.5,"Sinhala,English",Disability care,"Looking after,Supervising",Live-in,26546.0,Accepted
38,Male,Matara,Secondary/Diploma,NVQ Level 3,3.1,"Sinhala,English",Elderly care,Looking after,Hourly,19802.0,Accepted
45,Male,Kegalle,Diploma,NVQ Level 3,3.8,"Sinhala,English",Disability care,All-around,Full-day,65740.0,Accepted
34,Female,Kalutara,Diploma,NVQ Level 3,0.4,"Sinhala,English",Disability care,Looking after,Half-day,20685.0,Accepted
45,Male,Nuwara Eliya,Diploma,NVQ Level 3,4.7,"English,Tamil","Elderly care,Disability care",All-around,Full-day,33239.0,Accepted
37,Female,Vavuniya ,Diploma,"NVQ Level 4,Diploma in Caregiving",0.9,Sinhala,"Palliative care,Domestic support",Looking after,Half-day,54074.0,Accepted
36,Male,Colombo,Degree,NVQ Level 3,3.2,"Sinhala,English",Elderly care,Looking after,Hourly,13035.0,Accepted
26,Male,Jaffna,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,All-around,Full-day,0.0,Accepted
31,Female,Ratnapura,Diploma,NVQ Level 3,3.5,"Sinhala,English",Patient care,Looking after,Full-day,85805.0,Accepted
30,Male,Matara,Secondary,NVQ Level 3,1.1,"Sinhala,English",Elderly care,Looking after,Half-day,4540.0,Accepted
39,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",2.6,"Sinhala,English","Elderly care,Disability care,Patient care",Looking after,Full-day,67731.0,Accepted
29,Male,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Hourly,73494.0,Rejected
34,Female,Colombo,Diploma,NVQ Level 3,0.4,Sinhala,Elderly care,All-around,Full-day,51495.0,Accepted
38,Female,Kalutara,Diploma,"First Aid Certificate,Diploma in Caregiving",1.2,"Sinhala,English",Elderly care,Looking after,Half-day,108933.0,Accepted
43,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Full-day,66471.0,Rejected
44,Male,Gampaha,Secondary/Diploma,NVQ Level 3,3.9,"Sinhala,English",Elderly care,Looking after,Half-day,36404.0,Accepted
48,Male,Gampaha,Short Course,Diploma in Caregiving,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,30228.0,Accepted
46,Female,Colombo,Degree,NVQ Level 3,1.2,"Sinhala,English",Elderly care,Looking after,Half-day,14777.0,Accepted
45,Female,Kalutara,Secondary/Diploma,"First Aid Certificate,Diploma in Caregiving",1.8,"Sinhala,English",Elderly care,Looking after,Full-day,69739.0,Accepted
29,Female,Colombo,Diploma,NVQ Level 3,2.4,"Sinhala,English",Elderly care,Looking after,Half-day,19539.0,Accepted
29,Female,Kandy,Degree,"NVQ Level 3,Diploma in Caregiving",2.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,65064.0,Accepted
25,Male,Kurunegala,Diploma,NVQ Level 3,2.6,"Sinhala,English",Elderly care,Looking after,Hourly,14008.0,Accepted
31,Male,Colombo,Diploma,NVQ Level 3,3.1,"Sinhala,English",Elderly care,Looking after,Full-day,47868.0,Accepted
57,Male,Matara,Secondary/Diploma,NVQ Level 3,3.9,"Sinhala,English",Elderly care,Looking after,Live-in,36700.0,Accepted
40,Male,Gampaha,Secondary/Diploma,NVQ Level 3,3.8,"Sinhala,English",Elderly care,Looking after,Half-day,55739.0,Accepted
29,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,32799.0,Accepted
33,Female,Colombo,Diploma,NVQ Level 3,0.0,Sinhala,Elderly care,Looking after,Full-day,18540.0,Rejected
55,Male,Matara,Degree,NVQ Level 3,3.8,"Sinhala,English",Elderly care,All-around,Live-in,56440.0,Accepted
29,Male,Kurunegala,Degree,NVQ Level 3,3.9,"Sinhala,English",Elderly care,Looking after,Hourly,39578.0,Accepted
49,Male,Monaragala,Degree,NVQ Level 3,4.6,"Sinhala,English","Elderly care,Disability care",All-around,Full-day,3829.0,Accepted
25,Male,Kurunegala,Secondary/Diploma,Diploma in Caregiving,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,14728.0,Accepted
28,Female,Colombo,Secondary/Diploma,NVQ Level 3,1.5,"Sinhala,English",Elderly care,Looking after,Half-day,72217.0,Accepted
50,Male,Matara,Secondary/Short Course,Short caregiving course,3.1,"Sinhala,English",Elderly care,Looking after,Live-in,49365.0,Accepted
29,Male,Jaffna,Degree,NVQ Level 3,3.2,"English,Tamil",Palliative care,All-around,Hourly,8107.0,Accepted
42,Male,Colombo,Short Course,Short caregiving course,3.3,"Sinhala,English",Elderly care,Looking after,Full-day,74442.0,Accepted
26,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Half-day,51406.0,Accepted
28,Female,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Unknown,Full-day,28547.0,Accepted
29,Male,Gampaha,Secondary/Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
30,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,74102.0,Accepted
32,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,57394.0,Accepted
29,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,59847.0,Accepted
36,Female,Colombo,Diploma,NVQ Level 4,0.6,"Sinhala,English",Elderly care,Looking after,Full-day,67348.0,Accepted
44,Male,Colombo,Diploma,Short caregiving course,1.9,Sinhala,Elderly care,All-around,Full-day,74413.0,Accepted
28,Male,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",0.0,"Sinhala,English",Elderly care,Looking after,Full-day,36414.0,Accepted
40,Male,Vavuniya,Secondary/Diploma,NVQ Level 3,4.2,Sinhala,"Elderly care,Disability care",All-around,Live-in,32185.0,Accepted
37,Female,Colombo,Degree,NVQ Level 3,0.9,"Sinhala,English",Patient care,Looking after,Full-day,82982.0,Accepted
46,Male,Matara,Secondary/Short Course,Short caregiving course,2.9,"Sinhala,English",Elderly care,Looking after,Live-in,72785.0,Accepted
32,Female,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,33174.0,Rejected
29,Female,Galle,Short Course,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Unknown,Full-day,3184.0,Accepted
25,Male,Gampaha,Short Course,Diploma in Caregiving,2.5,"Sinhala,English",Disability care,Looking after,Half-day,20227.0,Accepted
35,Male,Kalutara,Degree,NVQ Level 3,4.9,"Sinhala,English","Elderly care,Disability care",Looking after,Hourly,18533.0,Accepted
44,Male,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",3.1,"Sinhala,English",Elderly care,Looking after,Half-day,61170.0,Accepted
28,Male,Kalutara,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Hourly,47741.0,Rejected
23,Female,Kalutara,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Hourly,28380.0,Rejected
38,Female,Colombo,Degree,NVQ Level 4,1.0,"Sinhala,English",Elderly care,All-around,Full-day,42971.0,Accepted
30,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.7,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,39863.0,Accepted
51,Male,Monaragala,Secondary/Short Course,NVQ Level 3,2.6,"Sinhala,English",Elderly care,All-around,Live-in,6237.0,Accepted
28,Male,Kurunegala,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,17472.0,Rejected
37,Male,Colombo,Diploma,NVQ Level 3,1.8,"Sinhala,English",Elderly care,Looking after,Half-day,57893.0,Accepted
28,Female,Colombo,Short Course,NVQ Level 3,2.6,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,23853.0,Accepted
44,Male,Ratnapura,Diploma,"NVQ Level 3,Diploma in Caregiving",2.7,"Sinhala,English","Elderly care,Disability care,Patient care",Looking after,Full-day,74216.0,Accepted
58,Male,Colombo,Short Course,Short caregiving course,3.6,"Sinhala,English","Elderly care,Disability care,Patient care",Looking after,Full-day,41533.0,Accepted
32,Female,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Unknown,Full-day,66716.0,Rejected
26,Female,Kegalle,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,27137.0,Accepted
29,Female,Kurunegala,Secondary/Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,33365.0,Rejected
37,Female,Colombo,Degree,NVQ Level 3,0.8,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,57437.0,Accepted
51,Female,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English","Elderly care,Patient care",All-around,Full-day,45249.0,Accepted
41,Male,Matara,Secondary/Short Course,Short caregiving course,4.0,"Sinhala,English",Elderly care,Looking after,Live-in,65168.0,Accepted
32,Male,Gampaha,Secondary/Short Course,NVQ Level 3,2.6,"Sinhala,English",Elderly care,Looking after,Half-day,66285.0,Accepted
33,Male,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",4.8,"Sinhala,English",Elderly care,Looking after,Half-day,47002.0,Accepted
31,Male,Matara,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Live-in,45624.0,Accepted
27,Male,Kegalle,Diploma,Diploma in Caregiving,5.4,"Sinhala,English",Disability care,Looking after,Half-day,5775.0,Accepted
28,Female,Galle,Short Course,NVQ Level 3,2.9,"Sinhala,English","Elderly care,Domestic support",All-around,Unknown,96020.0,Accepted
36,Male,Galle,Diploma,NVQ Level 3,3.1,"Sinhala,English",Elderly care,All-around,Full-day,70884.0,Accepted
21,Female,Gampaha,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,39181.0,Accepted
36,Female,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,40459.0,Rejected
50,Male,Colombo,Diploma,Short caregiving course,3.7,"Sinhala,English",Elderly care,Looking after,Full-day,51858.0,Accepted
29,Female,Kalutara,Diploma/Short Course/Degree,"NVQ Level 3,Diploma in Caregiving,Short caregiving course",0.9,"Sinhala,English",Disability care,Looking after,Half-day,0.0,Accepted
25,Male,Kalutara,Secondary/Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,28220.0,Accepted
32,Male,Colombo,Diploma,NVQ Level 3,4.1,"Sinhala,English",Elderly care,Looking after,Full-day,77267.0,Accepted
38,Male,Colombo,Short Course,NVQ Level 3,5.0,"Sinhala,English",Elderly care,Looking after,Half-day,28219.0,Accepted
24,Female,Colombo,Diploma,NVQ Level 3,2.9,"Sinhala,English",Patient care,Looking after,Full-day,117106.0,Accepted
33,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.5,"Sinhala,English",Child care,Looking after,Half-day,35124.0,Accepted
34,Male,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Patient care,Looking after,Hourly,3106.0,Accepted
29,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,63060.0,Accepted
25,Male,Matara,Secondary/Diploma,NVQ Level 3,3.3,"Sinhala,English",Elderly care,Looking after,Live-in,68891.0,Rejected
41,Male,Monaragala,Diploma,NVQ Level 3,2.0,"Sinhala,English",Elderly care,Looking after,Hourly,26509.0,Accepted
34,Male,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Hourly,13439.0,Accepted
23,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,95246.0,Rejected
44,Male,Ratnapura,Diploma,NVQ Level 3,2.3,"Sinhala,English",Patient care,Supervising,Full-day,19990.0,Accepted
26,Male,Kalutara,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,61422.0,Accepted
45,Male,Galle,Short Course,Short caregiving course,2.5,"Sinhala,English",Elderly care,Cooking + looking after,Full-day,21552.0,Accepted
29,Male,Gampaha,Diploma,NVQ Level 3,1.7,"Sinhala,English",Elderly care,Looking after,Half-day,26958.0,Accepted
26,Female,Ratnapura,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Supervising,Full-day,48319.0,Accepted
29,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,58825.0,Rejected
49,Male,Jaffna,Diploma,NVQ Level 3,3.9,"English,Tamil",Elderly care,All-around,Full-day,26795.0,Accepted
40,Male,Colombo,Secondary/Diploma,NVQ Level 3,0.7,Sinhala,Elderly care,Looking after,Half-day,47091.0,Accepted
22,Female,Kalutara,Secondary/Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,80281.0,Rejected
30,Female,Colombo,Short Course,NVQ Level 3,2.9,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,0.0,Accepted
31,Male,Matara,Secondary,NVQ Level 3,3.3,"Sinhala,English",Elderly care,Looking after,Full-day,49531.0,Accepted
46,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.5,"Sinhala,English",Child care,Looking after,Half-day,13317.0,Accepted
34,Male,Kurunegala,Secondary/Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,31908.0,Accepted
24,Male,Matara,Secondary/Diploma,NVQ Level 3,3.9,"Sinhala,English",Elderly care,Looking after,Hourly,71696.0,Accepted
42,Female,Kalutara,Diploma,"First Aid Certificate,Diploma in Caregiving",1.4,"Sinhala,English",Child care,Looking after,Half-day,64384.0,Accepted
30,Male,Colombo,Short Course,Short caregiving course,2.7,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,45671.0,Accepted
20,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,65480.0,Rejected
44,Female,Gampaha,Secondary/Diploma,NVQ Level 3,0.5,"Sinhala,English",Child care,Looking after,Half-day,68738.0,Accepted
50,Female,Ratnapura,Degree,NVQ Level 3,5.4,Sinhala,Patient care,All-around,Full-day,58167.0,Accepted
31,Male,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Hourly,40107.0,Rejected
32,Male,Colombo,Diploma,Diploma in Caregiving,1.8,"Sinhala,English",Elderly care,Looking after,Full-day,59743.0,Accepted
37,Male,Colombo,Diploma,NVQ Level 3,2.8,"Sinhala,English",Elderly care,Looking after,Full-day,42375.0,Accepted
33,Male,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,All-around,Full-day,18973.0,Accepted
30,Male,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",2.0,"Sinhala,English",Elderly care,Looking after,Half-day,44231.0,Accepted
23,Male,Colombo,Secondary/Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,27475.0,Rejected
31,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,83625.0,Rejected
32,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Full-day,33566.0,Rejected
40,Male,Kalutara,Secondary/Diploma,NVQ Level 3,2.8,"Sinhala,English",Disability care,Looking after,Live-in,28726.0,Accepted
41,Male,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,All-around,Full-day,18500.0,Rejected
20,Male,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Patient care,All-around,Hourly,25782.0,Rejected
41,Male,Matara,Secondary/Diploma,NVQ Level 3,2.9,"Sinhala,English",Elderly care,Looking after,Live-in,46946.0,Accepted
29,Male,Kalutara,Degree,NVQ Level 3,6.6,"Sinhala,English",Elderly care,Looking after,Half-day,13234.0,Accepted
29,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,59256.0,Accepted
29,Male,Colombo,Diploma,NVQ Level 3,1.5,"Sinhala,English",Elderly care,Looking after,Full-day,46436.0,Accepted
25,Female,Gampaha,Short Course/Degree,"NVQ Level 3,First Aid Certificate,Diploma in Caregiving",0.6,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,43687.0,Accepted
26,Male,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Patient care,Supervising,Hourly,25556.0,Accepted
24,Male,Gampaha,Short Course,Diploma in Caregiving,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
50,Male,Kegalle,Diploma/Degree,"First Aid Certificate,Diploma in Caregiving",2.3,"Sinhala,English",Disability care,Looking after,Half-day,91342.0,Accepted
36,Male,Colombo,Diploma,NVQ Level 3,1.8,"Sinhala,English",Elderly care,Looking after,Hourly,4826.0,Rejected
25,Male,Kalutara,Secondary/Diploma,NVQ Level 3,1.3,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
