Age,Gender,District,Education_Level,Qualification,Years_Experience,Languages_Spoken,Care_Category,Care_Service_Type,Preferred_Time,Expected_Salary,Match_Decision
30,Male,Ratnapura,Diploma,NVQ Level 3,0.3,"Sinhala,English",Patient care,Looking after,Hourly,45564.0,Rejected
23,Male,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,All-around,Hourly,66061.0,Rejected
24,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,7809.0,Rejected
33,Female,Gampaha,Short Course,NVQ Level 3,0.6,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,6910.0,Accepted
39,Female,Colombo,Diploma,NVQ Level 3,0.0,Sinhala,Elderly care,All-around,Full-day,43171.0,Accepted
50,Male,Colombo,Short Course,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,68735.0,Accepted
50,Male,Monaragala,Diploma,NVQ Level 3,2.3,"Sinhala,English",Elderly care,Looking after,Live-in,59316.0,Accepted
41,Female,Kalutara,Secondary/Diploma,NVQ Level 3,1.1,Sinhala,Child care,Looking after,Full-day,31982.0,Accepted
26,Female,Gampaha,Short Course,Diploma in Caregiving,0.3,"Sinhala,English",Disability care,Looking after,Half-day,18856.0,Accepted
35,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,30284.0,Accepted
43,Female,Colombo,Diploma,"NVQ Level 4,Diploma in Caregiving",4.6,"Sinhala,English",Disability care,Looking after,Half-day,77492.0,Accepted
36,Male,Jaffna,Diploma,NVQ Level 3,1.3,"Sinhala,English",Disability care,Looking after,Half-day,43030.0,Accepted
28,Female,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Hourly,27737.0,Rejected
33,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Patient care,Looking after,Full-day,27059.0,Rejected
26,Female,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,38740.0,Rejected
32,Male,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,37164.0,Rejected
37,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.0,"Sinhala,English",Elderly care,Looking after,Half-day,1532.0,Accepted
32,Female,Kegalle,Diploma,NVQ Level 3,1.0,"Sinhala,English",Disability care,Looking after,Half-day,3109.0,Accepted
45,Female,Ratnapura,Degree,NVQ Level 3,0.7,"Sinhala,English",Child care,Looking after,Half-day,63416.0,Accepted
44,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,54897.0,Accepted
50,Male,Vavuniya,Diploma,NVQ Level 3,4.7,Sinhala,"Elderly care,Disability care",All-around,Full-day,72144.0,Accepted
44,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.0,Sinhala,Child care,Looking after,Half-day,27797.0,Rejected
44,Male,Colombo,Short Course,Short caregiving course,4.5,"Sinhala,English",Elderly care,Looking after,Live-in,68957.0,Accepted
28,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,12088.0,Rejected
30,Female,Colombo,Short Course,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,31538.0,Accepted
35,Male,Colombo,Secondary/Diploma,NVQ Level 3,1.2,"Sinhala,English",Elderly care,Looking after,Half-day,38369.0,Accepted
46,Female,Colombo,Short Course,Short caregiving course,2.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,32316.0,Accepted
32,Male,Gampaha,Diploma,NVQ Level 3,1.0,"Sinhala,English",Disability care,Looking after,Half-day,13460.0,Accepted
33,Female,Puttalam,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,43520.0,Rejected
31,Male,Kalutara,Secondary/Diploma,NVQ Level 3,1.1,"Sinhala,English",Disability care,Looking after,Half-day,0.0,Accepted
49,Female,Colombo,Short Course,Short caregiving course,2.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,59851.0,Accepted
47,Male,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Full-day,27883.0,Accepted
46,Male,Kalutara,Secondary/Diploma,NVQ Level 3,1.3,"Sinhala,English",Disability care,Looking after,Half-day,58275.0,Accepted
23,Female,Kalutara,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,26179.0,Accepted
38,Female,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Child care,Looking after,Half-day,27479.0,Accepted
35,Male,Kurunegala,Diploma,NVQ Level 3,4.1,"Sinhala,English",Elderly care,Looking after,Hourly,12048.0,Accepted
48,Male,Monaragala,Secondary/Diploma,NVQ Level 3,6.7,"Sinhala,English",Elderly care,Looking after,Live-in,105263.0,Accepted
24,Male,Kegalle,Short Course,NVQ Level 3,0.4,"Sinhala,English",Disability care,Looking after,Half-day,5998.0,Accepted
37,Female,Gampaha,Short Course,"NVQ Level 4,Diploma in Caregiving",0.6,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,45457.0,Accepted
50,Male,Colombo,Degree,NVQ Level 3,2.7,"Sinhala,English",Elderly care,Looking after,Full-day,15274.0,Accepted
38,Male,Kalutara,Diploma/Degree,"First Aid Certificate,Diploma in Caregiving",6.5,"Sinhala,English","Elderly care,Disability care",Looking after,Full-day,45541.0,Accepted
37,Male,Kegalle,Diploma,NVQ Level 3,1.4,"Sinhala,English","Patient care,Palliative care",Supervising,Hourly,13162.0,Accepted
38,Male,Kalutara,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,14074.0,Accepted
48,Female,Colombo,Secondary/Diploma,NVQ Level 3,1.1,"Sinhala,English",Child care,Looking after,Half-day,41509.0,Accepted
27,Female,Kalutara,Diploma,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Hourly,63083.0,Rejected
48,Male,Kegalle,Diploma,NVQ Level 3,6.0,"Sinhala,English",Disability care,Looking after,Full-day,88507.0,Accepted
27,Female,Colombo,Degree,NVQ Level 3,0.5,"Sinhala,English",Child care,Looking after,Half-day,77393.0,Accepted
46,Female,Colombo,Degree,Short caregiving course,5.2,Sinhala,Patient care,All-around,Full-day,96764.0,Accepted
45,Female,Colombo,Short Course,NVQ Level 3,0.9,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,91434.0,Accepted
29,Male,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",3.0,"Sinhala,English",Patient care,Looking after,Half-day,53099.0,Accepted
28,Male,Gampaha,Short Course,NVQ Level 3,2.5,"Sinhala,English",Elderly care,Looking after,Half-day,21934.0,Accepted
32,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Full-day,74743.0,Rejected
24,Female,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Full-day,276.0,Rejected
38,Female,Colombo,Short Course,Short caregiving course,2.6,"Sinhala,English","Elderly care,Patient care",All-around,Half-day,71906.0,Accepted
34,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,24980.0,Accepted
58,Male,Gampaha,Short Course,Short caregiving course,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,36600.0,Accepted
50,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Full-day,30604.0,Rejected
42,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",4.1,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,37768.0,Accepted
36,Female,Colombo,Secondary,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Full-day,34514.0,Rejected
41,Male,Colombo,Diploma,NVQ Level 3,2.9,"Sinhala,English",Patient care,All-around,Full-day,51304.0,Accepted
24,Male,Kalutara,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,55740.0,Rejected
40,Male,Gampaha,Short Course,Short caregiving course,3.5,"Sinhala,English",Disability care,Looking after,Half-day,45134.0,Accepted
29,Male,Jaffna,Diploma,Diploma in Caregiving,3.2,"Sinhala,English",Disability care,Unknown,Full-day,51609.0,Accepted
29,Male,Kalutara,Diploma/Degree,"First Aid Certificate,Diploma in Caregiving",0.8,"Sinhala,English",Disability care,Looking after,Half-day,32386.0,Accepted
50,Male,Colombo,Short Course,Short caregiving course,0.9,"Sinhala,English",Disability care,Looking after,Full-day,56020.0,Accepted
50,Female,Colombo,Degree,NVQ Level 3,1.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,97456.0,Accepted
33,Male,Kalutara,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,61303.0,Accepted
28,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,56807.0,Accepted
38,Male,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Hourly,4996.0,Rejected
28,Female,Kalutara,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Full-day,41454.0,Rejected
28,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",3.7,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,69391.0,Accepted
30,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Hourly,0.0,Rejected
24,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,56406.0,Rejected
25,Male,Kalutara,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,All-around,Hourly,0.0,Rejected
25,Male,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Hourly,22147.0,Rejected
34,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,16066.0,Rejected
58,Male,Colombo,Secondary/Short Course,NVQ Level 3,5.2,Sinhala,"Elderly care,Disability care",All-around,Live-in,18076.0,Accepted
47,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,78656.0,Accepted
56,Male,Matara,Secondary,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,26775.0,Accepted
25,Female,Ratnapura,Diploma,NVQ Level 3,0.1,"Sinhala,English",Patient care,All-around,Full-day,57931.0,Accepted
26,Male,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Hourly,39826.0,Rejected
29,Female,Kalutara,Secondary/Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,10644.0,Rejected
40,Female,Colombo,Short Course,Short Course,1.9,English,"Elderly care,Patient care",All-around,Half-day,19813.0,Accepted
36,Female,Colombo,Diploma,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Full-day,83204.0,Accepted
42,Female,Colombo,Short Course,NVQ Level 3,1.9,"Sinhala,English",Elderly care,Looking after,Half-day,38032.0,Accepted
25,Male,Kalutara,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,2572.0,Accepted
31,Male,Kalutara,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Hourly,43996.0,Rejected
30,Female,Colombo,Secondary,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Full-day,25053.0,Rejected
33,Male,Matara,Diploma,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Hourly,88017.0,Rejected
55,Male,Matara,Secondary/Short Course,NVQ Level 3,5.0,"Sinhala,English",Elderly care,Looking after,Live-in,40383.0,Accepted
31,Male,Kegalle,Diploma,NVQ Level 3,1.0,"Sinhala,English",Patient care,Supervising,Hourly,0.0,Accepted
33,Female,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,26167.0,Rejected
47,Female,Colombo,Secondary,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,10772.0,Rejected
30,Male,Gampaha,Diploma,NVQ Level 3,3.2,"Sinhala,English",Elderly care,Looking after,Hourly,40613.0,Accepted
35,Male,Colombo,Secondary,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,3906.0,Accepted
37,Male,Colombo,Diploma,NVQ Level 3,2.1,"Sinhala,English",Elderly care,Looking after,Half-day,36361.0,Accepted
40,Male,Gampaha,Diploma/Short Course,Short caregiving course,3.0,"Sinhala,English",Elderly care,Looking after,Half-day,12825.0,Accepted
40,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",3.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,61577.0,Accepted
55,Male,Kegalle,Diploma,NVQ Level 3,3.3,"Sinhala,English",Disability care,All-around,Full-day,29454.0,Accepted
42,Male,Kegalle,Diploma,NVQ Level 3,3.8,"Sinhala,English",Disability care,Looking after,Full-day,52006.0,Accepted
29,Male,Colombo,Short Course,NVQ Level 3,3.1,"Sinhala,English",Elderly care,Looking after,Half-day,48415.0,Accepted
33,Male,Colombo,Short Course,Short caregiving course,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,18252.0,Accepted
35,Male,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Hourly,43463.0,Rejected
40,Female,Colombo,Secondary,NVQ Level 3,0.6,Sinhala,Child care,Looking after,Half-day,45056.0,Accepted
37,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,32110.0,Accepted
29,Male,Kurunegala,Diploma,NVQ Level 3,2.0,"Sinhala,English",Elderly care,Looking after,Hourly,32603.0,Accepted
46,Male,Monaragala,Diploma,NVQ Level 3,7.0,"Sinhala,English",Elderly care,Looking after,Full-day,48787.0,Accepted
35,Female,Colombo,Degree,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,58516.0,Accepted
20,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Hourly,46754.0,Rejected
49,Male,Colombo,Secondary,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,63885.0,Accepted
37,Male,Colombo,Secondary/Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,37014.0,Accepted
36,Female,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,25534.0,Rejected
43,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Full-day,0.0,Accepted
33,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",2.3,"Sinhala,English",Elderly care,Looking after,Half-day,76914.0,Accepted
30,Male,Gampaha,Diploma,NVQ Level 3,1.2,"Sinhala,English",Elderly care,Looking after,Hourly,37421.0,Accepted
37,Female,Colombo,Secondary,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,64463.0,Rejected
48,Female,Colombo,Degree,NVQ Level 3,0.7,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,69007.0,Accepted
40,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English","Elderly care,Domestic support",All-around,Full-day,75841.0,Accepted
40,Female,Colombo,Diploma,NVQ Level 3,0.0,Sinhala,Elderly care,All-around,Full-day,28109.0,Accepted
40,Male,Monaragala,Diploma,NVQ Level 3,3.5,"Sinhala,English",Elderly care,Looking after,Full-day,8322.0,Accepted
33,Male,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Hourly,60349.0,Rejected
45,Male,Colombo,Short Course,Short caregiving course,2.6,"Sinhala,English",Elderly care,Looking after,Half-day,79091.0,Accepted
33,Male,Kegalle,Diploma,NVQ Level 3,2.9,"Sinhala,English",Patient care,Supervising,Hourly,16773.0,Accepted
40,Female,Gampaha,Short Course,Diploma in Caregiving,0.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,1835.0,Accepted
34,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,40790.0,Accepted
45,Female,Colombo,Short Course,Short caregiving course,3.0,"Sinhala,English","Elderly care,Child care,Domestic support",Looking after,Half-day,67094.0,Accepted
39,Female,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,66075.0,Accepted
53,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.2,"Sinhala,English",Elderly care,Looking after,Half-day,61675.0,Accepted
26,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Patient care,Looking after,Full-day,16353.0,Accepted
47,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.1,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,59851.0,Accepted
40,Female,Colombo,Short Course,NVQ Level 3,2.8,"Sinhala,English",Elderly care,Looking after,Half-day,46437.0,Accepted
33,Female,Colombo,Degree,NVQ Level 3,1.8,"Sinhala,English",Patient care,Looking after,Full-day,36002.0,Accepted
44,Male,Colombo,Short Course,Short caregiving course,2.3,"Sinhala,English",Elderly care,Looking after,Half-day,36745.0,Accepted
35,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Full-day,52062.0,Rejected
25,Male,Kalutara,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Hourly,0.0,Accepted
44,Female,Kalutara,Secondary/Diploma,NVQ Level 3,0.9,"Sinhala,English",Child care,Looking after,Half-day,44154.0,Accepted
58,Male,Colombo,Short Course,Short caregiving course,3.2,"Sinhala,English",Disability care,Looking after,Half-day,20329.0,Accepted
55,Female,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,65005.0,Accepted
31,Female,Colombo,Secondary/Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,48839.0,Rejected
44,Female,Colombo,Degree,NVQ Level 3,0.3,Sinhala,Elderly care,All-around,Full-day,35716.0,Accepted
41,Female,Kalutara,Secondary/Diploma,"First Aid Certificate,Diploma in Caregiving",1.7,"Sinhala,English",Child care,Looking after,Half-day,41231.0,Accepted
38,Female,Kalutara,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,23258.0,Accepted
39,Female,Gampaha,Short Course,NVQ Level 3,4.3,"Sinhala,English","Elderly care,Patient care",Supervising,Half-day,70804.0,Accepted
24,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,65986.0,Rejected
45,Male,Colombo,Short Course,Short caregiving course,4.5,"Sinhala,English",Disability care,Looking after,Half-day,38041.0,Accepted
45,Male,Colombo,Short Course,NVQ Level 3,1.7,"Sinhala,English",Elderly care,All-around,Live-in,59600.0,Accepted
29,Female,Colombo,Short Course,"NVQ Level 3,Diploma in Caregiving",4.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,39681.0,Accepted
35,Female,Colombo,Diploma,NVQ Level 3,0.9,Sinhala,Elderly care,All-around,Full-day,72325.0,Accepted
35,Male,Colombo,Diploma,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Half-day,23351.0,Accepted
25,Male,Kegalle,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Hourly,26997.0,Accepted
28,Male,Colombo,Short Course,NVQ Level 3,1.8,"Sinhala,English",Elderly care,Looking after,Half-day,34654.0,Accepted
51,Male,Kalutara,Secondary/Diploma,NVQ Level 3,1.0,"Sinhala,English",Disability care,Looking after,Half-day,12589.0,Accepted
33,Female,Colombo,Secondary,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Rejected
33,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,41467.0,Rejected
35,Male,Colombo,Secondary,NVQ Level 3,1.2,"Sinhala,English",Elderly care,Looking after,Half-day,63013.0,Accepted
43,Male,Colombo,Diploma,NVQ Level 3,4.8,"Sinhala,English",Elderly care,Looking after,Half-day,22281.0,Accepted
33,Female,Kalutara,Diploma,NVQ Level 3,1.4,"Sinhala,English",Child care,Looking after,Half-day,64128.0,Accepted
23,Female,Kegalle,Diploma,Diploma in Caregiving,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,35452.0,Accepted
35,Male,Colombo,Short Course,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,11200.0,Accepted
50,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",0.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,79208.0,Accepted
46,Male,Colombo,Diploma,NVQ Level 3,5.9,"Sinhala,English",Elderly care,Looking after,Full-day,57180.0,Accepted
36,Female,Colombo,Degree,NVQ Level 3,1.6,"Sinhala,English",Elderly care,Looking after,Full-day,52320.0,Accepted
45,Male,Ratnapura,Degree,"NVQ Level 3,Diploma in Caregiving",3.6,"Sinhala,English",Patient care,Supervising,Full-day,48509.0,Accepted
46,Male,Colombo,Diploma,NVQ Level 3,3.1,"Sinhala,English",Elderly care,Looking after,Live-in,104041.0,Accepted
28,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,2714.0,Accepted
22,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,80311.0,Rejected
54,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,33335.0,Accepted
41,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,38337.0,Rejected
32,Male,Colombo,Diploma/Short Course,NVQ Level 3,3.4,"Sinhala,English",Elderly care,Looking after,Half-day,49321.0,Accepted
49,Female,Colombo,Degree,NVQ Level 3,0.0,Sinhala,Elderly care,All-around,Full-day,66705.0,Rejected
45,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",1.2,"Sinhala,English",Patient care,Supervising,Full-day,60108.0,Accepted
36,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Half-day,57251.0,Accepted
37,Male,Kegalle,Diploma,NVQ Level 3,2.9,"Sinhala,English",Patient care,Supervising,Full-day,93643.0,Accepted
38,Male,Colombo,Secondary/Short Course,NVQ Level 3,3.4,"Sinhala,English",Elderly care,Looking after,Live-in,0.0,Accepted
33,Male,Kalutara,Diploma,NVQ Level 3,4.1,"Sinhala,English",Palliative care,Looking after,Hourly,13092.0,Accepted
27,Male,Kegalle,Diploma,NVQ Level 3,1.1,"Sinhala,English",Patient care,Supervising,Full-day,0.0,Accepted
48,Female,Colombo,Degree,NVQ Level 3,0.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,56528.0,Accepted
24,Male,Kegalle,Diploma,NVQ Level 3,0.8,"Sinhala,English",Disability care,Looking after,Half-day,44529.0,Accepted
27,Female,Hambantota,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Unknown,Full-day,70322.0,Rejected
40,Female,Colombo,Short Course,Short caregiving course,2.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,63092.0,Accepted
22,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,79124.0,Accepted
30,Female,Galle,Diploma,NVQ Level 3,2.3,"Sinhala,English",Domestic support,Unknown,Full-day,67452.0,Accepted
38,Male,Kurunegala,Diploma,NVQ Level 3,1.3,"Sinhala,English",Elderly care,Looking after,Hourly,15393.0,Accepted
46,Male,Kegalle,Diploma,NVQ Level 3,3.7,"Sinhala,English",Disability care,All-around,Full-day,62588.0,Accepted
35,Female,Colombo,Secondary,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,69916.0,Accepted
40,Female,Colombo,Diploma,NVQ Level 4,0.5,Sinhala,Child care,Looking after,Full-day,47386.0,Accepted
48,Female,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Full-day,26416.0,Accepted
52,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",4.0,"Sinhala,English",Patient care,Looking after,Full-day,73174.0,Accepted
34,Male,Colombo,Short Course,NVQ Level 3,1.6,"Sinhala,English",Disability care,Looking after,Half-day,55872.0,Accepted
32,Male,Colombo,Diploma,NVQ Level 3,2.6,"Sinhala,English",Elderly care,Looking after,Half-day,58289.0,Accepted
40,Female,Colombo,Short Course,NVQ Level 3,1.2,"Sinhala,English",Disability care,Looking after,Half-day,30775.0,Accepted
33,Male,Matara,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,25981.0,Accepted
51,Female,Kegalle,Diploma,NVQ Level 3,4.4,"Sinhala,English",Disability care,Looking after,Half-day,0.0,Accepted
25,Female,Colombo,Secondary,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Full-day,30574.0,Rejected
30,Male,Jaffna,Diploma,NVQ Level 3,4.1,"English,Tamil",Palliative care,Looking after,Hourly,0.0,Accepted
44,Male,Kegalle,Diploma,NVQ Level 3,2.2,"Sinhala,English",Disability care,Looking after,Half-day,7599.0,Accepted
26,Female,Colombo,Short Course,NVQ Level 3,0.1,"Sinhala,English","Elderly care,Patient care",Unknown,Half-day,84653.0,Accepted
49,Male,Gampaha,Diploma/Short Course,NVQ Level 3,2.4,"Sinhala,English",Elderly care,Looking after,Full-day,36509.0,Accepted
28,Male,Colombo,Secondary/Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Half-day,45471.0,Accepted
36,Male,Colombo,Short Course,Short caregiving course,3.1,"Sinhala,English",Elderly care,Looking after,Half-day,68383.0,Accepted
47,Female,Colombo,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",0.9,"Sinhala,English",Elderly care,Looking after,Half-day,17876.0,Accepted
48,Female,Colombo,Diploma,NVQ Level 3,1.8,"Sinhala,English","Elderly care,Patient care",All-around,Half-day,67594.0,Accepted
50,Female,Colombo,Diploma,NVQ Level 3,2.2,"Sinhala,English",Elderly care,All-around,Full-day,25713.0,Accepted
39,Male,Colombo,Short Course,Short caregiving course,4.3,"Sinhala,English",Disability care,Looking after,Full-day,7031.0,Accepted
53,Male,Jaffna,Diploma,NVQ Level 3,3.7,"Sinhala,English",Disability care,All-around,Full-day,15628.0,Accepted
30,Female,Kalutara,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Full-day,29619.0,Rejected
30,Male,Colombo,Secondary,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,50796.0,Accepted
43,Male,Colombo,Diploma,NVQ Level 3,4.9,"Sinhala,English",Elderly care,Looking after,Full-day,39811.0,Accepted
46,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,45698.0,Accepted
26,Male,Colombo,Secondary,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,57664.0,Accepted
38,Male,Colombo,Secondary,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Hourly,29721.0,Rejected
40,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",1.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,72397.0,Accepted
27,Female,Kalutara,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Rejected
