Age,Gender,District,Educational_Level,Qualifications,Years_Experience,Languages_Spoken,Care_Category,Care_Service_Type,Preferred_Time,Expected_Salary,Match_Desicion
49,Male,Colombo,Secondary/Diploma,Short caregiving course,3.5,"Sinhala,English",Elderly care,Looking after,Full-day,52514.0,Accepted
33,Male,Colombo,Diploma/Short Course,NVQ Level 3,0.6,"Sinhala,English",Disability care,Looking after,Full-day,31948.0,Accepted
34,Female,Colombo,Degree,NVQ Level 3,0.6,"Sinhala,English",Elderly care,All-around,Full-day,62399.0,Accepted
31,Male,Matara,Secondary/Diploma,NVQ Level 3,2.1,"Sinhala,English",Elderly care,Looking after,Live-in,63735.0,Rejected
24,Female,Colombo,Degree,NVQ Level 3,2.3,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,53821.0,Accepted
40,Male,Matara,Secondary/Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,25515.0,Rejected
30,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Child care,All-around,Half-day,24724.0,Accepted
30,Male,Matara,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,34766.0,Rejected
45,Male,Matara,Secondary/Short Course,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Live-in,31169.0,Accepted
29,Female,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,62368.0,Accepted
28,Female,Colombo,Diploma,NVQ Level 3,0.0,Sinhala,Elderly care,Looking after,Full-day,35487.0,Rejected
24,Female,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,All-around,Half-day,48845.0,Rejected
20,Female,Kurunegala,Secondary/Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Hourly,47983.0,Rejected
41,Female,Colombo,Short Course,Short caregiving course,0.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,25164.0,Accepted
45,Female,Colombo,Diploma/Short Course,"NVQ Level 3,Diploma in Caregiving",1.1,"Sinhala,English",Elderly care,Looking after,Half-day,35767.0,Accepted
42,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.3,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,29200.0,Accepted
23,Male,Colombo,Degree,NVQ Level 3,1.1,"Sinhala,English",Elderly care,Looking after,Full-day,3076.0,Rejected
37,Female,Colombo,Diploma,NVQ Level 3,0.7,Sinhala,Elderly care,Looking after,Full-day,65373.0,Rejected
28,Female,Kegalle,Diploma/Short Course/Degree,"NVQ Level 3,Diploma in Caregiving,Short caregiving course",0.5,"Sinhala,English",Disability care,Looking after,Half-day,21615.0,Accepted
43,Male,Colombo,Secondary,NVQ Level 3,1.2,"Sinhala,English",Elderly care,Looking after,Hourly,25384.0,Accepted
26,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,85472.0,Rejected
37,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,52780.0,Accepted
54,Male,Colombo,Secondary/Short Course,Short caregiving course,6.4,"Sinhala,English",Elderly care,Looking after,Live-in,100362.0,Accepted
23,Female,Puttalam,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,All-around,Hourly,43945.0,Rejected
23,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Full-day,71710.0,Rejected
26,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",1.0,"Sinhala,English",Child care,Looking after,Half-day,47062.0,Accepted
28,Male,Matara,Secondary,NVQ Level 3,1.4,"Sinhala,English",Elderly care,Looking after,Hourly,0.0,Rejected
21,Female,Colombo,Degree,NVQ Level 3,0.3,"Sinhala,English",Elderly care,All-around,Half-day,2331.0,Accepted
53,Female,Colombo,Short Course,Short caregiving course,2.1,"Sinhala,English",Elderly care,Looking after,Full-day,27553.0,Accepted
51,Female,Colombo,Diploma/Short Course,"NVQ Level 3,NVQ Level 4",1.9,"Sinhala,English",Elderly care,Looking after,Full-day,65215.0,Accepted
48,Female,Colombo,Degree,NVQ Level 3,0.4,"Sinhala,English",Elderly care,All-around,Full-day,62533.0,Accepted
45,Male,Colombo,Secondary/Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Live-in,77999.0,Accepted
44,Male,Colombo,Secondary/Short Course,"NVQ Level 3,Diploma in Caregiving",0.4,"Sinhala,English",Disability care,Looking after,Half-day,77259.0,Accepted
25,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,83659.0,Rejected
27,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Patient care,All-around,Full-day,62196.0,Rejected
33,Female,Colombo,Short Course,NVQ Level 3,0.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,75949.0,Accepted
43,Female,Colombo,Degree,NVQ Level 4,1.2,"Sinhala,English",Elderly care,Looking after,Full-day,65869.0,Accepted
31,Female,Colombo,Diploma,NVQ Level 3,0.6,Sinhala,Elderly care,Looking after,Full-day,28965.0,Rejected
41,Male,Kurunegala,Secondary,NVQ Level 3,1.5,"Sinhala,English",Elderly care,Looking after,Half-day,69174.0,Accepted
29,Female,Colombo,Degree,NVQ Level 3,0.4,"Sinhala,English",Elderly care,All-around,Full-day,48939.0,Accepted
29,Female,Colombo,Degree,NVQ Level 3,1.3,"Sinhala,English",Child care,All-around,Half-day,18741.0,Accepted
43,Female,Colombo,Short Course,NVQ Level 4,0.2,"Sinhala,English",Elderly care,Looking after,Full-day,42592.0,Accepted
38,Female,Colombo,Degree,Short caregiving course,1.5,"Sinhala,English",Patient care,Looking after,Full-day,69598.0,Accepted
46,Female,Colombo,Degree,NVQ Level 4,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,75573.0,Accepted
24,Female,Matara,Secondary,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Half-day,67412.0,Rejected
39,Female,Colombo,Diploma,NVQ Level 3,0.2,Sinhala,Elderly care,Looking after,Full-day,84734.0,Rejected
25,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,All-around,Full-day,37009.0,Rejected
34,Female,Colombo,Secondary,NVQ Level 3,0.7,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,11702.0,Accepted
33,Female,Colombo,Short Course,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Cooking + looking after,Full-day,50738.0,Accepted
28,Female,Colombo,Degree,NVQ Level 3,2.4,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,44077.0,Accepted
23,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Full-day,37851.0,Rejected
33,Female,Colombo,Diploma,Diploma in Caregiving,4.7,"Sinhala,English","Elderly care,Child care",Looking after,Half-day,87324.0,Accepted
47,Male,Kurunegala,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",0.8,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
50,Male,Colombo,Secondary/Short Course,NVQ Level 3,3.3,"Sinhala,English",Elderly care,Looking after,Full-day,14870.0,Accepted
37,Male,Colombo,Degree,Short caregiving course,1.1,"Sinhala,English",Elderly care,Looking after,Full-day,27641.0,Accepted
58,Male,Colombo,Degree,NVQ Level 3,0.4,"Sinhala,English",Elderly care,All-around,Live-in,21600.0,Accepted
47,Female,Colombo,Degree,NVQ Level 3,4.3,"Sinhala,English",Patient care,Looking after,Full-day,65840.0,Accepted
31,Female,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,23257.0,Accepted
33,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Patient care,All-around,Full-day,41472.0,Rejected
41,Female,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,25109.0,Rejected
30,Female,Ratnapura,Degree,NVQ Level 3,1.3,"Sinhala,English","Elderly care,Patient care",All-around,Half-day,70329.0,Accepted
25,Female,Colombo,Short Course,NVQ Level 3,0.3,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,41148.0,Accepted
34,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,64848.0,Accepted
53,Male,Matara,Secondary,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Hourly,24468.0,Rejected
40,Female,Colombo,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",1.4,"Sinhala,English",Child care,Looking after,Half-day,91835.0,Accepted
54,Male,Colombo,Secondary/Short Course,Short caregiving course,4.8,"Sinhala,English",Elderly care,Looking after,Live-in,106558.0,Accepted
40,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,93715.0,Accepted
43,Female,Colombo,Degree,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Full-day,72529.0,Accepted
33,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,29973.0,Accepted
29,Female,Colombo,Short Course,NVQ Level 3,0.4,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,71061.0,Accepted
30,Female,Galle,Diploma,NVQ Level 3,0.0,"Sinhala,English",Patient care,All-around,Full-day,92057.0,Rejected
51,Male,Colombo,Degree,NVQ Level 3,0.1,"Sinhala,English",Elderly care,All-around,Live-in,47780.0,Rejected
30,Female,Colombo,Short Course,Short caregiving course,2.3,"Sinhala,English",Elderly care,Looking after,Full-day,15560.0,Accepted
30,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Hourly,19430.0,Rejected
36,Female,Colombo,Secondary/Diploma,NVQ Level 3,1.5,"Sinhala,English",Elderly care,Looking after,Half-day,47578.0,Accepted
45,Male,Colombo,Degree,Short caregiving course,3.6,"Sinhala,English",Elderly care,Looking after,Full-day,57645.0,Accepted
46,Male,Kurunegala,Secondary/Diploma,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Full-day,70255.0,Accepted
30,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,55101.0,Rejected
33,Female,Colombo,Degree,NVQ Level 4,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,48986.0,Accepted
48,Male,Colombo,Degree,Short caregiving course,4.1,"Sinhala,English",Elderly care,Looking after,Full-day,69399.0,Accepted
41,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.9,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,54288.0,Accepted
28,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,80476.0,Rejected
43,Female,Colombo,Degree,Short caregiving course,4.5,"Sinhala,English",Patient care,Looking after,Full-day,61988.0,Accepted
25,Female,Colombo,Diploma,NVQ Level 4,0.2,"Sinhala,English",Elderly care,Looking after,Full-day,12383.0,Rejected
26,Female,Ratnapura,Diploma,NVQ Level 3,0.7,"Sinhala,English","Elderly care,Patient care",All-around,Half-day,59013.0,Accepted
34,Female,Colombo,Secondary,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Hourly,40371.0,Rejected
30,Male,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Hourly,22099.0,Rejected
41,Female,Colombo,Degree,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Full-day,15682.0,Accepted
29,Female,Colombo,Degree,NVQ Level 3,0.3,Sinhala,Elderly care,Looking after,Full-day,79769.0,Rejected
36,Female,Colombo,Short Course,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Half-day,41118.0,Accepted
36,Female,Colombo,Degree,Short caregiving course,1.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,31325.0,Accepted
39,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,86538.0,Accepted
25,Female,Hambantota,Diploma,NVQ Level 3,0.0,"Sinhala,English",,All-around,Full-day,78109.0,Rejected
43,Female,Colombo,Degree,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,34704.0,Accepted
31,Female,Colombo,Degree,NVQ Level 3,0.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,41876.0,Accepted
23,Female,Colombo,Diploma,NVQ Level 3,2.3,"Sinhala,English",Elderly care,Looking after,Full-day,44606.0,Accepted
33,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Patient care,Supervising,Full-day,27851.0,Accepted
44,Female,Colombo,Degree,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Full-day,26835.0,Accepted
36,Female,Colombo,Short Course,NVQ Level 4,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,93757.0,Rejected
46,Female,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,31202.0,Accepted
23,Male,Matara,Diploma,NVQ Level 3,1.5,"Sinhala,English",Elderly care,Looking after,Full-day,50506.0,Rejected
40,Male,Colombo,Diploma,Short caregiving course,1.6,"Sinhala,English",Patient care,Looking after,Full-day,62790.0,Accepted
31,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,41626.0,Rejected
35,Female,Colombo,Short Course,NVQ Level 4,0.5,"Sinhala,English",Elderly care,Looking after,Full-day,54387.0,Accepted
41,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,75910.0,Accepted
26,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,64388.0,Rejected
25,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,49994.0,Rejected
53,Male,Colombo,Degree,Short caregiving course,3.0,"Sinhala,English",Patient care,Looking after,Full-day,41768.0,Accepted
27,Female,Colombo,Degree,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,60718.0,Accepted
48,Female,Colombo,Degree,NVQ Level 4,0.6,"Sinhala,English",Elderly care,Looking after,Full-day,37848.0,Rejected
34,Female,Colombo,Diploma,NVQ Level 3,3.1,"Sinhala,English",Patient care,Looking after,Full-day,64474.0,Accepted
29,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",1.4,"Sinhala,English","Elderly care,Domestic support",Looking after,Half-day,64588.0,Accepted
41,Female,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,19882.0,Accepted
31,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,26194.0,Rejected
38,Female,Colombo,Diploma/Short Course,"NVQ Level 3,Diploma in Caregiving",0.5,"Sinhala,English",Elderly care,Looking after,Half-day,39706.0,Accepted
37,Male,Colombo,Secondary/Short Course,Short caregiving course,2.5,"Sinhala,English",Elderly care,Looking after,Full-day,37948.0,Accepted
29,Female,Colombo,Degree,NVQ Level 4,0.4,Sinhala,Elderly care,All-around,Full-day,43890.0,Rejected
28,Male,Colombo,Degree,NVQ Level 3,2.3,"Sinhala,English",Patient care,Looking after,Full-day,61166.0,Accepted
31,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,13343.0,Rejected
29,Female,Colombo,Diploma,NVQ Level 3,0.0,Sinhala,Elderly care,Looking after,Full-day,55601.0,Rejected
39,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.1,"Sinhala,English",Child care,Looking after,Half-day,41064.0,Accepted
22,Female,Ratnapura,Diploma,Diploma in Caregiving,0.4,"Sinhala,English","Elderly care,Domestic support",All-around,Half-day,86054.0,Accepted
45,Male,Colombo,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",0.9,"Sinhala,English",Child care,Looking after,Half-day,74456.0,Accepted
37,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,73404.0,Rejected
37,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",1.4,"Sinhala,English","Elderly care,Domestic support",Looking after,Half-day,49153.0,Accepted
39,Female,Colombo,Degree,Short caregiving course,0.5,"Sinhala,English",Elderly care,Looking after,Full-day,51022.0,Accepted
46,Male,Colombo,Secondary/Short Course,NVQ Level 3,3.1,"Sinhala,English",Elderly care,Looking after,Full-day,30501.0,Accepted
39,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",3.8,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,53098.0,Accepted
37,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,All-around,Full-day,74785.0,Rejected
26,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,37587.0,Rejected
24,Female,Colombo,Diploma,Diploma in Caregiving,0.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,71121.0,Accepted
49,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",3.2,"Sinhala,English","Elderly care,Child care",Looking after,Full-day,85810.0,Accepted
32,Female,Colombo,Diploma,NVQ Level 3,2.7,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,38016.0,Accepted
36,Female,Colombo,Degree,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Half-day,57693.0,Accepted
39,Male,Colombo,Short Course,Short caregiving course,2.5,"Sinhala,English","Disability care,Patient care",Looking after,Full-day,40658.0,Accepted
32,Female,Colombo,Diploma,NVQ Level 4,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,15898.0,Rejected
35,Male,Colombo,Degree,Short caregiving course,1.5,"Sinhala,English",Elderly care,Looking after,Full-day,76232.0,Accepted
24,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,23558.0,Rejected
29,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,68195.0,Accepted
50,Male,Colombo,Secondary/Short Course,NVQ Level 3,1.1,"Sinhala,English",Elderly care,Looking after,Live-in,51540.0,Accepted
34,Male,Matara,Secondary/Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,39472.0,Accepted
44,Female,Colombo,Degree,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Full-day,17772.0,Accepted
26,Female,Colombo,Diploma,Diploma in Caregiving,0.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,71059.0,Accepted
22,Male,Matara,Diploma,NVQ Level 3,1.7,"Sinhala,English",Elderly care,Looking after,Full-day,47046.0,Rejected
23,Female,Colombo,Short Course,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,49533.0,Rejected
36,Female,Colombo,Short Course,NVQ Level 3,0.4,"Sinhala,English","Elderly care,Patient care",All-around,Half-day,55518.0,Accepted
46,Female,Colombo,Degree,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Full-day,74952.0,Accepted
43,Female,Colombo,Degree,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Full-day,53485.0,Accepted
39,Male,Colombo,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",0.8,"Sinhala,English",Elderly care,Looking after,Half-day,48004.0,Accepted
39,Male,Colombo,Degree,NVQ Level 3,2.7,"Sinhala,English",Elderly care,Looking after,Full-day,36393.0,Accepted
44,Female,Colombo,Diploma/Short Course,NVQ Level 3,0.2,"Sinhala,English",Disability care,Looking after,Full-day,55644.0,Accepted
28,Female,Colombo,Degree,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,48206.0,Accepted
27,Female,Colombo,Short Course,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Half-day,63286.0,Accepted
34,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,60209.0,Rejected
27,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,54540.0,Rejected
30,Female,Colombo,Short Course,NVQ Level 3,2.3,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,35492.0,Accepted
35,Female,Kalutara,Diploma,NVQ Level 3,0.0,Sinhala,Child care,All-around,Full-day,61619.0,Rejected
28,Female,Colombo,Short Course,NVQ Level 3,3.8,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,10236.0,Accepted
43,Male,Colombo,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",1.0,"Sinhala,English",Child care,Looking after,Full-day,76327.0,Accepted
33,Male,Colombo,Degree,NVQ Level 3,3.2,"Sinhala,English",Disability care,Looking after,Full-day,59719.0,Accepted
39,Female,Colombo,Degree,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Full-day,67344.0,Accepted
45,Male,Colombo,Secondary/Short Course,Short caregiving course,4.7,"Sinhala,English",Disability care,Looking after,Full-day,73015.0,Accepted
30,Female,Colombo,Degree,NVQ Level 3,3.4,"Sinhala,English",Patient care,Looking after,Full-day,79077.0,Accepted
32,Female,Colombo,Diploma,NVQ Level 3,2.2,"Sinhala,English",Elderly care,Looking after,Full-day,26535.0,Accepted
23,Female,Colombo,Diploma,NVQ Level 3,0.8,Sinhala,Child care,Looking after,Half-day,46750.0,Rejected
36,Female,Colombo,Degree,NVQ Level 4,0.2,"Sinhala,English",Elderly care,Supervising,Full-day,85012.0,Rejected
24,Male,Matara,Diploma,NVQ Level 3,1.5,"Sinhala,English",Elderly care,Looking after,Full-day,42996.0,Rejected
31,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",0.3,"Sinhala,English",Elderly care,Looking after,Half-day,59687.0,Accepted
46,Female,Colombo,Secondary/Diploma,NVQ Level 3,1.1,"Sinhala,English",Elderly care,Looking after,Half-day,76646.0,Accepted
52,Male,Colombo,Degree,NVQ Level 3,1.9,"Sinhala,English",Elderly care,Looking after,Full-day,83084.0,Accepted
34,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,0.0,Rejected
38,Female,Colombo,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",1.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,27775.0,Accepted
25,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",0.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,47067.0,Accepted
50,Male,Colombo,Degree,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Live-in,26810.0,Accepted
31,Female,Colombo,Diploma,Short caregiving course,3.3,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,38762.0,Accepted
36,Male,Kurunegala,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",1.7,"Sinhala,English",Child care,Looking after,Half-day,64870.0,Accepted
28,Male,Matara,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,54685.0,Rejected
32,Female,Colombo,Degree,NVQ Level 3,3.6,"Sinhala,English",Patient care,Supervising,Full-day,80046.0,Accepted
30,Female,Colombo,Degree,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Full-day,47568.0,Accepted
36,Female,Hambantota,Degree,NVQ Level 3,0.5,"Sinhala,English",Patient care,All-around,Half-day,46614.0,Rejected
24,Female,Colombo,Short Course,NVQ Level 4,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,79412.0,Accepted
41,Male,Matara,Secondary/Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Live-in,82939.0,Accepted
43,Female,Colombo,Short Course,Short caregiving course,3.7,"Sinhala,English",Elderly care,Looking after,Full-day,56433.0,Accepted
42,Male,Colombo,Degree,NVQ Level 3,1.8,"Sinhala,English",Elderly care,Looking after,Full-day,46415.0,Accepted
41,Female,Colombo,Secondary/Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,33016.0,Accepted
21,Female,Kalutara,Diploma,"NVQ Level 4,Diploma in Caregiving",1.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,2977.0,Accepted
24,Female,Colombo,Secondary/Short Course,NVQ Level 3,0.8,"Sinhala,English",Disability care,Looking after,Half-day,0.0,Accepted
44,Male,Matara,Secondary/Short Course,NVQ Level 3,3.0,"Sinhala,English",Elderly care,Looking after,Live-in,21789.0,Accepted
34,Female,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Full-day,52712.0,Rejected
33,Female,Matara,Diploma,NVQ Level 3,2.4,"Sinhala,English",Elderly care,Looking after,Half-day,53960.0,Rejected
26,Female,Colombo,Short Course,NVQ Level 3,2.7,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,21642.0,Accepted
34,Female,Kurunegala,Secondary,NVQ Level 3,1.4,"Sinhala,English",Elderly care,Looking after,Half-day,38953.0,Accepted
31,Female,Colombo,Degree,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Half-day,6498.0,Accepted
42,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.6,Sinhala,Child care,All-around,Half-day,73726.0,Accepted
27,Female,Colombo,Short Course,NVQ Level 4,0.4,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,78724.0,Accepted
29,Female,Colombo,Diploma,NVQ Level 4,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,66522.0,Rejected
24,Female,Colombo,Diploma,NVQ Level 3,2.1,"Sinhala,English",Patient care,Looking after,Full-day,43355.0,Accepted
48,Male,Colombo,Secondary,NVQ Level 3,0.7,"Sinhala,English",Elderly care,All-around,Live-in,34742.0,Rejected
28,Female,Colombo,Diploma,NVQ Level 3,0.0,Sinhala,Elderly care,Looking after,Full-day,55197.0,Rejected
28,Female,Kalutara,Diploma/Short Course,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,42903.0,Accepted
39,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.1,"Sinhala,English","Elderly care,Patient care",All-around,Full-day,98276.0,Accepted
33,Female,Colombo,Degree,NVQ Level 3,0.5,"Sinhala,English","Elderly care,Patient care",All-around,Half-day,80085.0,Accepted
29,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,65780.0,Rejected
28,Female,Colombo,Short Course,NVQ Level 3,0.4,"Sinhala,English",,,,370403.0,Accepted
50,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,57188.0,Accepted
23,Female,Colombo,Secondary,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,17450.0,Accepted
36,Female,Kandy,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",3.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,73834.0,Accepted
44,Male,Colombo,Degree,NVQ Level 3,4.0,"Sinhala,English",Patient care,Looking after,Full-day,58896.0,Accepted
37,Female,Colombo,Secondary,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,44470.0,Accepted
41,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",1.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,51271.0,Accepted
39,Male,Colombo,Degree,NVQ Level 3,2.7,"Sinhala,English",Patient care,Looking after,Full-day,92187.0,Accepted
