Age,Gender,District,Education_Level,Qualification,Years_Experience,Languages_Spoken,Care_Category,Care_Service_Type,Preferred_Time,Expected_Salary,Match_Decision
41,Male,Gampaha,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",3.7,"Sinhala,English",Disability care,Looking after,Half-day,76127.0,Accepted
23,Female,Ratnapura,Degree,"NVQ Level 3,Diploma in Caregiving",3.6,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,25753.0,Accepted
49,Male,Vavuniya ,Short Course,Short caregiving course,4.2,"Sinhala,English",Disability care,Supervising,Full-day,14443.0,Accepted
36,Female,Kalutara,Secondary/Diploma,NVQ Level 3,0.5,"Sinhala,English",Child care,Looking after,Half-day,34144.0,Accepted
44,Female,Kalutara,Diploma,NVQ Level 3,0.7,"Sinhala,English",Disability care,Looking after,Half-day,70086.0,Accepted
31,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,64908.0,Accepted
36,Male,Kalutara,Secondary/Diploma,NVQ Level 3,1.2,"Sinhala,English",Elderly care,Looking after,Half-day,16155.0,Accepted
41,Male,Jaffna,Diploma,Diploma in Caregiving,3.4,"English,Tamil",Disability care,All-around,Full-day,8889.0,Accepted
32,Female,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Patient care,All-around,Full-day,42703.0,Accepted
47,Female,Colombo,Diploma,"First Aid Certificate,Diploma in Caregiving",5.2,"Sinhala,English",Child care,Looking after,Half-day,77658.0,Accepted
32,Male,Gampaha,Degree,NVQ Level 3,4.5,"Sinhala,English",Elderly care,Looking after,Half-day,58834.0,Accepted
42,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",4.9,"Sinhala,English",Elderly care,Looking after,Half-day,52033.0,Accepted
46,Female,Colombo,Short Course,NVQ Level 3,1.4,"Sinhala,English",Elderly care,Looking after,Live-in,19581.0,Accepted
37,Female,Ratnapura,Degree,"NVQ Level 4,First Aid Certificate,Short caregiving course",3.4,"Sinhala,English",Patient care,Looking after,Full-day,85517.0,Accepted
31,Male,Colombo,Diploma,NVQ Level 3,2.8,"Sinhala,English",Elderly care,Looking after,Half-day,65004.0,Accepted
40,Male,Gampaha,Diploma,Diploma in Caregiving,3.9,"Sinhala,English",Disability care,Looking after,Half-day,0.0,Accepted
24,Male,Colombo,Diploma,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
33,Male,Kegalle,Diploma,NVQ Level 3,2.6,"Sinhala,English",Patient care,Supervising,Hourly,11374.0,Accepted
41,Male,Colombo,Short Course,Short caregiving course,1.0,"Sinhala,English",Elderly care,All-around,Live-in,27788.0,Accepted
35,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",4.0,"Sinhala,English",Elderly care,Looking after,Half-day,51246.0,Accepted
37,Male,Kalutara,Degree,NVQ Level 3,0.4,"Sinhala,English",Disability care,Looking after,Half-day,24962.0,Accepted
28,Male,Colombo,Diploma,NVQ Level 3,1.3,"Sinhala,English",Elderly care,Looking after,Half-day,30506.0,Accepted
27,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",2.9,"Sinhala,English",Elderly care,Looking after,Half-day,30846.0,Accepted
24,Female,Colombo,Short Course,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,26977.0,Accepted
23,Female,Colombo,Short Course,NVQ Level 3,1.0,"Sinhala,English","Elderly care,Patient care",All-around,Half-day,49424.0,Accepted
44,Male,Kalutara,Secondary/Diploma,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Half-day,4066.0,Accepted
48,Female,Colombo,Degree,NVQ Level 3,1.2,"Sinhala,English",Child care,Looking after,Full-day,25220.0,Accepted
50,Male,Kurunegala,Diploma,NVQ Level 3,2.3,"Sinhala,English",Elderly care,Looking after,Hourly,42907.0,Accepted
20,Male,Kalutara,Degree,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
51,Male,Gampaha,Diploma,NVQ Level 3,3.1,"Sinhala,English",Disability care,Looking after,Half-day,49081.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,23351.0,Rejected
26,Female,Kalutara,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,50088.0,Rejected
33,Female,Gampaha,Degree,"NVQ Level 3,Diploma in Caregiving",0.0,"Sinhala,English",Child care,Looking after,Half-day,40633.0,Accepted
38,Male,Kalutara,Diploma,NVQ Level 3,4.9,"Sinhala,English",Disability care,Looking after,Live-in,13978.0,Accepted
40,Female,Kegalle,Diploma,NVQ Level 3,0.8,"Sinhala,English",Disability care,Looking after,Half-day,38213.0,Accepted
22,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,All-around,Full-day,93408.0,Rejected
29,Male,Vavuniya,Diploma,NVQ Level 3,4.0,"Sinhala,Tamil","Elderly care,Disability care,Domestic support",All-around,Live-in,32655.0,Accepted
29,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",3.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,41190.0,Accepted
46,Female,Colombo,Diploma,NVQ Level 4,0.0,Sinhala,Elderly care,Looking after,Full-day,23638.0,Rejected
30,Female,Kalutara,Secondary/Diploma,NVQ Level 3,2.0,"Sinhala,English",Child care,Looking after,Half-day,17911.0,Accepted
52,Female,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English",Child care,Looking after,Full-day,49158.0,Accepted
32,Male,Kegalle,Diploma,NVQ Level 3,2.0,"Sinhala,English",Disability care,Looking after,Half-day,29186.0,Accepted
31,Male,Kegalle,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,14469.0,Rejected
35,Female,Gampaha,Short Course,Diploma in Caregiving,1.3,"Sinhala,English",Elderly care,Looking after,Half-day,74822.0,Accepted
42,Female,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Full-day,83295.0,Rejected
37,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",4.1,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,78164.0,Accepted
35,Female,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Full-day,104433.0,Accepted
48,Female,Colombo,Short Course,Short caregiving course,3.8,"Sinhala,English","Elderly care,Patient care",Looking after,Full-day,81238.0,Accepted
37,Female,Colombo,Diploma,NVQ Level 3,0.2,Sinhala,Child care,Looking after,Full-day,36284.0,Accepted
37,Female,Colombo,Degree,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,57794.0,Accepted
32,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",2.7,"Sinhala,English",Elderly care,Looking after,Half-day,88849.0,Accepted
35,Female,Gampaha,Diploma,NVQ Level 3,1.7,"Sinhala,English",Child care,Looking after,Half-day,5623.0,Accepted
39,Male,Gampaha,Diploma,NVQ Level 3,0.7,"Sinhala,English",Disability care,Looking after,Half-day,40544.0,Accepted
37,Female,Colombo,Short Course,NVQ Level 3,3.0,"Sinhala,English","Elderly care,Patient care",All-around,Half-day,19512.0,Accepted
36,Female,Colombo,Short Course,Diploma in Caregiving,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,28211.0,Accepted
52,Male,Matara,Secondary/Short Course,NVQ Level 3,4.4,"Sinhala,English",Elderly care,Looking after,Live-in,29469.0,Accepted
31,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",4.4,"Sinhala,English",Patient care,Looking after,Half-day,14228.0,Accepted
47,Female,Kalutara,Diploma,NVQ Level 3,1.6,"Sinhala,English",Elderly care,Looking after,Half-day,27909.0,Accepted
30,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English","Elderly care,Patient care",All-around,Half-day,41579.0,Accepted
44,Male,Matara,Diploma/Degree,Short caregiving course,3.6,"Sinhala,English",Elderly care,Looking after,Live-in,97991.0,Accepted
28,Female,Gampaha,Short Course,Diploma in Caregiving,1.0,"Sinhala,English",Disability care,Looking after,Half-day,32383.0,Accepted
43,Male,Matara,Degree,"NVQ Level 3,Diploma in Caregiving",3.1,"Sinhala,English",Elderly care,Looking after,Half-day,76597.0,Accepted
27,Male,Kalutara,Diploma,NVQ Level 3,2.9,"Sinhala,English",Disability care,Looking after,Full-day,9753.0,Accepted
42,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,43085.0,Rejected
44,Female,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,83580.0,Accepted
39,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Half-day,70491.0,Accepted
22,Male,Kegalle,Diploma,NVQ Level 3,1.4,"Sinhala,English",Patient care,Supervising,Hourly,29426.0,Accepted
35,Male,Gampaha,Diploma,Diploma in Caregiving,3.3,"Sinhala,English",Patient care,Supervising,Half-day,9135.0,Accepted
30,Female,Colombo,Diploma,NVQ Level 3,3.9,"Sinhala,English",Patient care,Looking after,Full-day,95431.0,Accepted
32,Female,Colombo,Degree,NVQ Level 3,3.4,"Sinhala,English","Elderly care,Patient care",All-around,Half-day,76878.0,Accepted
33,Male,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,18443.0,Accepted
32,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Full-day,73043.0,Accepted
27,Male,Kurunegala,Secondary,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
24,Female,Kalutara,Diploma,Diploma in Caregiving,1.0,"Sinhala,English",Elderly care,Unknown,Half-day,18635.0,Accepted
47,Female,Colombo,Short Course,NVQ Level 3,3.6,"Sinhala,English",Elderly care,All-around,Full-day,57730.0,Accepted
51,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,6718.0,Rejected
36,Male,Colombo,Diploma,NVQ Level 3,2.5,"Sinhala,English",Elderly care,All-around,Live-in,53757.0,Accepted
49,Male,Jaffna,Diploma,Diploma in Caregiving,3.2,"Sinhala,English",Disability care,Looking after,Full-day,6751.0,Accepted
36,Male,Gampaha,Short Course,NVQ Level 3,2.6,"Sinhala,English",Elderly care,Looking after,Half-day,38281.0,Accepted
40,Female,Colombo,Diploma,NVQ Level 3,0.3,"Sinhala,English",Elderly care,Looking after,Half-day,41532.0,Accepted
42,Female,Colombo,Degree,NVQ Level 3,0.4,"Sinhala,English",Elderly care,All-around,Half-day,37771.0,Accepted
46,Male,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",2.1,"Sinhala,English",Elderly care,Looking after,Half-day,16955.0,Accepted
33,Male,Kalutara,Diploma,NVQ Level 3,4.0,"Sinhala,English",Elderly care,Looking after,Hourly,36221.0,Accepted
34,Male,Gampaha,Diploma,Diploma in Caregiving,2.2,"Sinhala,English",Disability care,Looking after,Half-day,0.0,Accepted
31,Male,Kegalle,Degree,NVQ Level 3,2.8,"Sinhala,English",Disability care,Looking after,Half-day,4044.0,Accepted
46,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",4.3,"Sinhala,English",Patient care,Looking after,Full-day,111145.0,Accepted
30,Female,Kandy,Degree,"NVQ Level 3,Diploma in Caregiving",1.3,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,51976.0,Accepted
38,Male,Colombo,Diploma,NVQ Level 3,3.9,"Sinhala,English",Elderly care,Looking after,Full-day,84438.0,Accepted
45,Female,Kalutara,Diploma/Short Course,NVQ Level 3,1.6,"Sinhala,English",Disability care,Looking after,Half-day,33626.0,Accepted
34,Male,Galle,Diploma,NVQ Level 3,3.1,"Sinhala,English",Elderly care,All-around,Full-day,16722.0,Accepted
45,Female,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English",Child care,Looking after,Half-day,58312.0,Accepted
42,Female,Gampaha,Short Course,Diploma in Caregiving,1.2,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,6988.0,Accepted
44,Female,Gampaha,Degree,"NVQ Level 3,Diploma in Caregiving",4.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,88367.0,Accepted
28,Male,Kegalle,Diploma,Diploma in Caregiving,2.8,"Sinhala,English",Disability care,Supervising,Hourly,0.0,Accepted
26,Female,Gampaha,Degree,NVQ Level 3,0.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,42987.0,Accepted
33,Female,Colombo,Degree,NVQ Level 3,0.6,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,41909.0,Accepted
33,Female,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",3.1,"Sinhala,English","Elderly care,Patient care",All-around,Half-day,65712.0,Accepted
35,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,41961.0,Rejected
36,Female,Colombo,Degree,NVQ Level 3,3.6,"Sinhala,English",Patient care,All-around,Full-day,104630.0,Accepted
28,Male,Gampaha,Diploma,NVQ Level 3,2.4,"Sinhala,English",Disability care,Looking after,Half-day,32853.0,Accepted
39,Female,Colombo,Short Course,NVQ Level 3,0.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,18022.0,Accepted
47,Female,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,52226.0,Accepted
36,Female,Colombo,Secondary/Diploma,NVQ Level 3,1.0,"Sinhala,English",Child care,Looking after,Half-day,57642.0,Accepted
30,Male,Galle,Diploma,Diploma in Caregiving,3.8,"Sinhala,English",Disability care,Supervising,Hourly,0.0,Accepted
25,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,33192.0,Rejected
37,Male,Gampaha,Diploma,NVQ Level 3,5.4,"Sinhala,English",Disability care,Supervising,Half-day,58986.0,Accepted
35,Male,Colombo,Diploma,NVQ Level 3,2.8,"Sinhala,English",Elderly care,Looking after,Hourly,29804.0,Accepted
31,Male,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English",Patient care,Looking after,Half-day,40940.0,Accepted
33,Male,Kurunegala,Degree,NVQ Level 3,4.2,"Sinhala,English",Elderly care,Looking after,Full-day,29478.0,Accepted
37,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English","Elderly care,Patient care",Unknown,Unknown,37338.0,Accepted
40,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Half-day,25833.0,Accepted
38,Female,Gampaha,Degree,"NVQ Level 3,Diploma in Caregiving",3.6,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,0.0,Accepted
24,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,71111.0,Rejected
28,Male,Kurunegala,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Hourly,29155.0,Accepted
32,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,78738.0,Rejected
35,Male,Matara,Secondary,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Hourly,62573.0,Rejected
43,Male,Kalutara,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",0.1,"Sinhala,English",Child care,Looking after,Half-day,66654.0,Accepted
35,Male,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,14777.0,Accepted
36,Male,Colombo,Short Course,Short caregiving course,2.9,"Sinhala,English",Elderly care,Looking after,Live-in,31355.0,Accepted
33,Male,Ratnapura,Diploma,NVQ Level 3,2.4,"Sinhala,English","Patient care,Palliative care",Looking after,Hourly,36372.0,Accepted
42,Male,Kalutara,Diploma,NVQ Level 3,0.7,"Sinhala,English",Disability care,Looking after,Half-day,56591.0,Accepted
32,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Full-day,30069.0,Rejected
30,Female,Colombo,Secondary/Diploma,NVQ Level 3,0.5,"Sinhala,English",Child care,Looking after,Half-day,0.0,Rejected
38,Male,Gampaha,Short Course,Short caregiving course,2.7,"Sinhala,English",Disability care,Looking after,Half-day,21315.0,Accepted
43,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,64698.0,Accepted
27,Female,Colombo,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,All-around,Half-day,38277.0,Accepted
39,Female,Colombo,Degree,NVQ Level 3,2.7,"Sinhala,English",Patient care,All-around,Full-day,93591.0,Accepted
36,Male,Kalutara,Secondary/Diploma,NVQ Level 3,1.0,"Sinhala,English",Elderly care,Looking after,Half-day,20031.0,Accepted
31,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Full-day,54133.0,Rejected
39,Male,Colombo,Secondary/Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,46148.0,Accepted
42,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,23131.0,Accepted
33,Female,Gampaha,Degree,"NVQ Level 4,Diploma in Caregiving",0.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,42617.0,Accepted
24,Male,Gampaha,Diploma,Diploma in Caregiving,0.5,"Sinhala,English",Disability care,Looking after,Half-day,32496.0,Accepted
26,Male,Gampaha,Diploma,NVQ Level 3,2.2,"Sinhala,English",Elderly care,Looking after,Hourly,0.0,Accepted
30,Male,Kalutara,Diploma,Diploma in Caregiving,2.2,"Sinhala,English",Elderly care,Looking after,Hourly,1292.0,Accepted
38,Male,Kegalle,Diploma,NVQ Level 3,2.4,"Sinhala,English",Elderly care,Looking after,Hourly,1904.0,Accepted
37,Male,Colombo,Degree,NVQ Level 3,3.8,"Sinhala,English",Elderly care,Looking after,Half-day,51081.0,Accepted
23,Female,Kegalle,Diploma,NVQ Level 3,3.2,"Sinhala,English",Disability care,Looking after,Half-day,40732.0,Accepted
41,Female,Colombo,Diploma,"NVQ Level 4,Diploma in Caregiving",3.4,Sinhala,Child care,Looking after,Full-day,39416.0,Accepted
25,Male,Ratnapura,Diploma,NVQ Level 3,2.5,"Sinhala,English",Patient care,Looking after,Hourly,17457.0,Rejected
45,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,All-around,Full-day,34157.0,Rejected
37,Female,Colombo,Short Course,NVQ Level 3,3.9,"Sinhala,English","Elderly care,Domestic support",All-around,Half-day,70340.0,Accepted
39,Male,Gampaha,Degree,"NVQ Level 3,Diploma in Caregiving",2.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,62640.0,Accepted
51,Male,Colombo,Diploma,Short caregiving course,5.5,"Sinhala,English",Elderly care,Looking after,Live-in,21813.0,Accepted
29,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,59572.0,Accepted
30,Female,Gampaha,Short Course,"NVQ Level 4,Diploma in Caregiving",1.5,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,24659.0,Accepted
35,Female,Gampaha,Degree,"NVQ Level 3,Diploma in Caregiving",1.0,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,72311.0,Accepted
45,Female,Colombo,Degree,NVQ Level 3,1.3,"Sinhala,English",Child care,Looking after,Half-day,48727.0,Accepted
33,Male,Kegalle,Diploma,NVQ Level 3,2.7,"Sinhala,English",Disability care,Supervising,Full-day,36820.0,Accepted
26,Male,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,38360.0,Rejected
46,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,39831.0,Rejected
30,Male,Jaffna,Diploma,Diploma in Caregiving,3.4,"Sinhala,English",Disability care,All-around,Full-day,0.0,Accepted
31,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Child care,Looking after,Half-day,54451.0,Accepted
31,Male,Colombo,Diploma,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,57136.0,Rejected
44,Male,Matara,Diploma,NVQ Level 3,5.2,"Sinhala,English",Elderly care,Looking after,Hourly,15227.0,Accepted
30,Male,Kalutara,Diploma,NVQ Level 3,1.0,"Sinhala,English",Disability care,Looking after,Half-day,54883.0,Accepted
23,Male,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,26894.0,Accepted
41,Female,Colombo,Diploma,NVQ Level 3,0.4,"Sinhala,English",Elderly care,Looking after,Half-day,26089.0,Rejected
47,Male,Monaragala,Diploma,Short caregiving course,4.6,"Sinhala,English",Disability care,All-around,Live-in,56984.0,Accepted
32,Male,Galle,Short Course,NVQ Level 3,4.6,"Sinhala,English",Patient care,All-around,Live-in,69162.0,Accepted
42,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",0.0,"Sinhala,English","Elderly care,Child care",Looking after,Half-day,39041.0,Accepted
37,Female,Colombo,Short Course,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Half-day,32384.0,Accepted
46,Male,Colombo,Degree,"NVQ Level 3,Diploma in Caregiving",3.7,"Sinhala,English",Elderly care,Looking after,Full-day,84546.0,Accepted
37,Female,Colombo,Secondary,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,29677.0,Rejected
28,Female,Colombo,Degree,NVQ Level 3,0.6,"Sinhala,English",Elderly care,Looking after,Half-day,69104.0,Accepted
40,Male,Matara,Secondary,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,18101.0,Accepted
38,Female,Colombo,Degree,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,51705.0,Accepted
25,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,All-around,Full-day,58941.0,Rejected
38,Female,Colombo,Degree,NVQ Level 3,0.6,"Sinhala,English",Child care,Looking after,Half-day,40370.0,Accepted
33,Female,Colombo,Degree,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Full-day,67362.0,Accepted
43,Male,Monaragala,Diploma,Short caregiving course,3.0,"Sinhala,English",Disability care,All-around,Live-in,17672.0,Accepted
27,Male,Colombo,Diploma,NVQ Level 3,1.5,"Sinhala,English",Patient care,Looking after,Half-day,99344.0,Accepted
37,Female,Kalutara,Diploma/Degree,"First Aid Certificate,Diploma in Caregiving",5.1,"Sinhala,English","Elderly care,Disability care",Looking after,Full-day,7848.0,Accepted
39,Female,Kalutara,Diploma,NVQ Level 3,1.6,"Sinhala,English",Elderly care,Looking after,Half-day,44735.0,Accepted
24,Female,Colombo,Short Course,NVQ Level 3,0.0,"Sinhala,English",Elderly care,Looking after,Half-day,15370.0,Accepted
49,Male,Matara,Diploma,NVQ Level 3,2.6,"Sinhala,English",Elderly care,Looking after,Half-day,30387.0,Accepted
22,Female,Colombo,Degree,NVQ Level 3,0.9,"Sinhala,English",Elderly care,Looking after,Half-day,68436.0,Accepted
38,Female,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Full-day,71423.0,Accepted
28,Male,Colombo,Diploma,NVQ Level 3,2.6,"Sinhala,English",Elderly care,Looking after,Hourly,19941.0,Accepted
35,Male,Colombo,Diploma,Short caregiving course,3.2,"Sinhala,English",Elderly care,Looking after,Live-in,86184.0,Accepted
47,Male,Kalutara,Secondary/Short Course,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,44227.0,Accepted
45,Male,Galle,Short Course,Short caregiving course,4.3,"Sinhala,English","Elderly care,Disability care,Domestic support",All-around,Full-day,23696.0,Accepted
40,Male,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English",Elderly care,Looking after,Full-day,69365.0,Accepted
40,Male,Gampaha,Short Course,Short caregiving course,1.6,"Sinhala,English",Disability care,Looking after,Half-day,70936.0,Accepted
37,Male,Colombo,Short Course,Short caregiving course,3.7,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,53868.0,Accepted
33,Male,Gampaha,Degree,Diploma in Caregiving,0.9,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
34,Female,Colombo,Degree,NVQ Level 3,0.4,"Sinhala,English","Elderly care,Patient care",All-around,Half-day,52668.0,Accepted
22,Female,Colombo,Diploma,NVQ Level 3,0.8,"Sinhala,English",Elderly care,Looking after,Half-day,51858.0,Rejected
44,Female,Colombo,Degree,NVQ Level 3,0.3,"Sinhala,English",Child care,Looking after,Half-day,74420.0,Accepted
26,Male,Colombo,Degree,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,42449.0,Accepted
37,Male,Galle,Short Course,Diploma in Caregiving,2.0,"Sinhala,English","Elderly care,Disability care,Domestic support",All-around,Full-day,34302.0,Accepted
47,Male,Vavuniya,Diploma,Short caregiving course,5.1,"Sinhala,English","Elderly care,Disability care",Looking after,Full-day,22052.0,Accepted
23,Male,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,29821.0,Accepted
30,Female,Colombo,Diploma,NVQ Level 3,0.0,"Sinhala,English",Patient care,All-around,Full-day,39610.0,Rejected
28,Male,Matara,Diploma,NVQ Level 3,5.4,"Sinhala,English",Elderly care,Looking after,Hourly,31918.0,Accepted
26,Female,Gampaha,Degree,NVQ Level 3,0.3,"Sinhala,English",Child care,Looking after,Half-day,68924.0,Accepted
41,Female,Colombo,Short Course,NVQ Level 3,0.0,Sinhala,Child care,Looking after,Half-day,52238.0,Accepted
27,Male,Kalutara,Diploma,NVQ Level 3,0.5,"Sinhala,English",Elderly care,Looking after,Half-day,24263.0,Accepted
31,Female,Colombo,Short Course,NVQ Level 3,0.4,"Sinhala,English",Elderly care,All-around,Full-day,55026.0,Accepted
34,Male,Gampaha,Short Course,Diploma in Caregiving,3.2,"Sinhala,English",Disability care,Looking after,Half-day,0.0,Accepted
44,Female,Colombo,Diploma,NVQ Level 3,1.4,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,65613.0,Accepted
57,Male,Colombo,Diploma,Short caregiving course,3.3,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,34636.0,Accepted
33,Female,Colombo,Diploma,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Full-day,0.0,Rejected
39,Female,Colombo,Diploma,NVQ Level 3,0.1,"Sinhala,English","Elderly care,Domestic support",All-around,Half-day,54631.0,Accepted
28,Male,Galle,Diploma,NVQ Level 3,3.9,"Sinhala,English",Elderly care,All-around,Full-day,48757.0,Accepted
32,Female,Colombo,Secondary/Short Course,NVQ Level 3,0.3,Sinhala,Elderly care,All-around,Full-day,49708.0,Rejected
44,Female,Kalutara,Secondary/Diploma,"NVQ Level 3,Diploma in Caregiving",2.7,"Sinhala,English",Child care,Looking after,Half-day,81539.0,Accepted
28,Male,Colombo,Diploma,NVQ Level 3,0.2,"Sinhala,English",Elderly care,Looking after,Half-day,23934.0,Accepted
21,Male,Kegalle,Diploma,NVQ Level 3,2.6,"Sinhala,English",Domestic support,Supervising,Hourly,48616.0,Accepted
45,Female,Colombo,Diploma,"NVQ Level 3,Diploma in Caregiving",2.6,"Sinhala,English","Elderly care,Patient care",Looking after,Half-day,70421.0,Accepted
26,Male,Kurunegala,Secondary,NVQ Level 3,0.7,"Sinhala,English",Elderly care,Looking after,Half-day,35458.0,Accepted
32,Male,Kalutara,Diploma,NVQ Level 3,4.8,"Sinhala,English",Elderly care,Looking after,Half-day,0.0,Accepted
